taxi_id,trip_start_timestamp,trip_end_timestamp,prev_break
1bff274ed006935422e0042a5b4ba149e8ea9d59666cd647324d89a22338e334de8dfe2724ee6ab986c8c6d5fcf3a277586d322b0b8aa9de771590730c4c168e,2019-05-01 21:30:00 UTC,2019-05-01 21:45:00 UTC,15
1bff274ed006935422e0042a5b4ba149e8ea9d59666cd647324d89a22338e334de8dfe2724ee6ab986c8c6d5fcf3a277586d322b0b8aa9de771590730c4c168e,2019-05-01 22:15:00 UTC,2019-05-01 22:30:00 UTC,30
1bff274ed006935422e0042a5b4ba149e8ea9d59666cd647324d89a22338e334de8dfe2724ee6ab986c8c6d5fcf3a277586d322b0b8aa9de771590730c4c168e,2019-05-01 22:45:00 UTC,2019-05-01 23:00:00 UTC,15
1bff274ed006935422e0042a5b4ba149e8ea9d59666cd647324d89a22338e334de8dfe2724ee6ab986c8c6d5fcf3a277586d322b0b8aa9de771590730c4c168e,2019-05-01 23:30:00 UTC,2019-05-01 23:30:00 UTC,30
1bff274ed006935422e0042a5b4ba149e8ea9d59666cd647324d89a22338e334de8dfe2724ee6ab986c8c6d5fcf3a277586d322b0b8aa9de771590730c4c168e,2019-05-01 23:30:00 UTC,2019-05-01 23:30:00 UTC,0
1bff274ed006935422e0042a5b4ba149e8ea9d59666cd647324d89a22338e334de8dfe2724ee6ab986c8c6d5fcf3a277586d322b0b8aa9de771590730c4c168e,2019-05-01 23:45:00 UTC,2019-05-01 23:45:00 UTC,15
2fea69c8a6e08471bc4339a05e9ee7955bef68d791f77a202bd54f3ae41c805907d7ac13a89f86fac4494c976ca87883157baa32ea41f59056661884135f6bba,2019-05-01 11:45:00 UTC,2019-05-01 12:15:00 UTC,
2fea69c8a6e08471bc4339a05e9ee7955bef68d791f77a202bd54f3ae41c805907d7ac13a89f86fac4494c976ca87883157baa32ea41f59056661884135f6bba,2019-05-01 15:00:00 UTC,2019-05-01 16:00:00 UTC,165
2fea69c8a6e08471bc4339a05e9ee7955bef68d791f77a202bd54f3ae41c805907d7ac13a89f86fac4494c976ca87883157baa32ea41f59056661884135f6bba,2019-05-01 18:30:00 UTC,2019-05-01 19:15:00 UTC,150
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 00:00:00 UTC,2019-05-01 00:00:00 UTC,
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 00:45:00 UTC,2019-05-01 01:00:00 UTC,45
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 16:30:00 UTC,2019-05-01 16:30:00 UTC,930
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 17:15:00 UTC,2019-05-01 17:15:00 UTC,45
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 17:15:00 UTC,2019-05-01 17:30:00 UTC,0
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 17:30:00 UTC,2019-05-01 17:45:00 UTC,0
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 17:45:00 UTC,2019-05-01 17:45:00 UTC,0
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 18:15:00 UTC,2019-05-01 18:15:00 UTC,30
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 18:30:00 UTC,2019-05-01 18:45:00 UTC,15
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 18:45:00 UTC,2019-05-01 19:00:00 UTC,0
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 19:00:00 UTC,2019-05-01 19:15:00 UTC,0
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 19:30:00 UTC,2019-05-01 19:30:00 UTC,15
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 20:00:00 UTC,2019-05-01 20:30:00 UTC,30
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 22:00:00 UTC,2019-05-01 22:45:00 UTC,90
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 22:45:00 UTC,2019-05-01 22:45:00 UTC,0
4b746230017671347ec75772370fe523e5fe18d4c02abcc1b17f1f4dbba6bfe36c74ce2959e93f821aab3766d8a616ad0c377116909973ddd93b3e58d025bc95,2019-05-01 23:30:00 UTC,2019-05-01 23:45:00 UTC,45
54270f3cd6c3f5c7377ece5ea2403dcbf079610ddf47169b6c72631baab3571bff2f224d626cf61c9c0f52686bbba62f3bcf3c5cf5cbf7b30fd4b091415e9038,2019-05-01 06:30:00 UTC,2019-05-01 06:45:00 UTC,
54270f3cd6c3f5c7377ece5ea2403dcbf079610ddf47169b6c72631baab3571bff2f224d626cf61c9c0f52686bbba62f3bcf3c5cf5cbf7b30fd4b091415e9038,2019-05-01 07:15:00 UTC,2019-05-01 07:45:00 UTC,30
54270f3cd6c3f5c7377ece5ea2403dcbf079610ddf47169b6c72631baab3571bff2f224d626cf61c9c0f52686bbba62f3bcf3c5cf5cbf7b30fd4b091415e9038,2019-05-01 07:45:00 UTC,2019-05-01 07:45:00 UTC,0
54270f3cd6c3f5c7377ece5ea2403dcbf079610ddf47169b6c72631baab3571bff2f224d626cf61c9c0f52686bbba62f3bcf3c5cf5cbf7b30fd4b091415e9038,2019-05-01 08:00:00 UTC,2019-05-01 09:00:00 UTC,15
54270f3cd6c3f5c7377ece5ea2403dcbf079610ddf47169b6c72631baab3571bff2f224d626cf61c9c0f52686bbba62f3bcf3c5cf5cbf7b30fd4b091415e9038,2019-05-01 11:15:00 UTC,2019-05-01 11:30:00 UTC,135
54270f3cd6c3f5c7377ece5ea2403dcbf079610ddf47169b6c72631baab3571bff2f224d626cf61c9c0f52686bbba62f3bcf3c5cf5cbf7b30fd4b091415e9038,2019-05-01 14:30:00 UTC,2019-05-01 15:30:00 UTC,180
64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,2019-05-01 18:45:00 UTC,2019-05-01 18:45:00 UTC,
64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,2019-05-01 19:15:00 UTC,2019-05-01 19:30:00 UTC,30
64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,2019-05-01 20:15:00 UTC,2019-05-01 20:15:00 UTC,45
64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,2019-05-01 20:30:00 UTC,2019-05-01 20:45:00 UTC,15
64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,2019-05-01 21:15:00 UTC,2019-05-01 21:15:00 UTC,30
64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,2019-05-01 21:45:00 UTC,2019-05-01 21:45:00 UTC,30
64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,2019-05-01 22:00:00 UTC,2019-05-01 22:00:00 UTC,15
64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,2019-05-01 22:00:00 UTC,2019-05-01 22:15:00 UTC,0
64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,2019-05-01 22:30:00 UTC,2019-05-01 22:30:00 UTC,15
64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,2019-05-01 23:30:00 UTC,2019-05-01 23:30:00 UTC,60
64563484294c90c6708b7a8c4d9618152780359329e0389ad80f3e67338e3fb25e8e487c525803f16273ed52b9d038881f65b0b3c6d556f7fb6ef76f43a59906,2019-05-01 23:30:00 UTC,2019-05-02 00:00:00 UTC,0
645850025e6472259ca64003f359e1645061e38fea17a5542fca0a7ae4e90b5aa74d72760a04d630457069f7d001649edf68e3260ee062ddbcfe2e9a3e121cb4,2019-05-01 12:45:00 UTC,2019-05-01 13:15:00 UTC,
645850025e6472259ca64003f359e1645061e38fea17a5542fca0a7ae4e90b5aa74d72760a04d630457069f7d001649edf68e3260ee062ddbcfe2e9a3e121cb4,2019-05-01 13:30:00 UTC,2019-05-01 13:30:00 UTC,15
645850025e6472259ca64003f359e1645061e38fea17a5542fca0a7ae4e90b5aa74d72760a04d630457069f7d001649edf68e3260ee062ddbcfe2e9a3e121cb4,2019-05-01 14:15:00 UTC,2019-05-01 14:15:00 UTC,45
645850025e6472259ca64003f359e1645061e38fea17a5542fca0a7ae4e90b5aa74d72760a04d630457069f7d001649edf68e3260ee062ddbcfe2e9a3e121cb4,2019-05-01 15:15:00 UTC,2019-05-01 15:30:00 UTC,60
645850025e6472259ca64003f359e1645061e38fea17a5542fca0a7ae4e90b5aa74d72760a04d630457069f7d001649edf68e3260ee062ddbcfe2e9a3e121cb4,2019-05-01 15:45:00 UTC,2019-05-01 16:30:00 UTC,15
645850025e6472259ca64003f359e1645061e38fea17a5542fca0a7ae4e90b5aa74d72760a04d630457069f7d001649edf68e3260ee062ddbcfe2e9a3e121cb4,2019-05-01 18:00:00 UTC,2019-05-01 18:45:00 UTC,90
645850025e6472259ca64003f359e1645061e38fea17a5542fca0a7ae4e90b5aa74d72760a04d630457069f7d001649edf68e3260ee062ddbcfe2e9a3e121cb4,2019-05-01 19:15:00 UTC,2019-05-01 19:30:00 UTC,30
645850025e6472259ca64003f359e1645061e38fea17a5542fca0a7ae4e90b5aa74d72760a04d630457069f7d001649edf68e3260ee062ddbcfe2e9a3e121cb4,2019-05-01 21:15:00 UTC,2019-05-01 21:45:00 UTC,105
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 10:30:00 UTC,2019-05-01 10:45:00 UTC,
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 11:30:00 UTC,2019-05-01 11:45:00 UTC,45
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 12:45:00 UTC,2019-05-01 13:15:00 UTC,60
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 13:15:00 UTC,2019-05-01 13:45:00 UTC,0
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 15:00:00 UTC,2019-05-01 15:30:00 UTC,75
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 16:45:00 UTC,2019-05-01 17:15:00 UTC,75
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 17:30:00 UTC,2019-05-01 17:30:00 UTC,15
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 17:30:00 UTC,2019-05-01 17:45:00 UTC,0
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 18:00:00 UTC,2019-05-01 18:15:00 UTC,15
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 18:15:00 UTC,2019-05-01 18:15:00 UTC,0
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 18:30:00 UTC,2019-05-01 18:45:00 UTC,15
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 21:00:00 UTC,2019-05-01 21:15:00 UTC,135
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 22:00:00 UTC,2019-05-01 22:00:00 UTC,45
95f4b234a457db3e174816f7fd9ee1995e415b259db8fd9c3fe834d45e3b8a156137a5800e9765a17ead20406fc371a2007f5ab690ec617241141c21f625cec1,2019-05-01 22:45:00 UTC,2019-05-01 23:15:00 UTC,45
9b2a23587b25fe43998076b3761b979ee91f9f5ac8bdac6422a1dff1b5d7a7def279cc2e4d805b60738c43dc4a7afdfd3c64d2cc9029a126f05e11f0195dd2ec,2019-05-01 06:15:00 UTC,2019-05-01 06:30:00 UTC,
9b2a23587b25fe43998076b3761b979ee91f9f5ac8bdac6422a1dff1b5d7a7def279cc2e4d805b60738c43dc4a7afdfd3c64d2cc9029a126f05e11f0195dd2ec,2019-05-01 06:45:00 UTC,2019-05-01 06:45:00 UTC,15
9b2a23587b25fe43998076b3761b979ee91f9f5ac8bdac6422a1dff1b5d7a7def279cc2e4d805b60738c43dc4a7afdfd3c64d2cc9029a126f05e11f0195dd2ec,2019-05-01 07:00:00 UTC,2019-05-01 07:00:00 UTC,15
